Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
52,0|1|2|3|4|5|,3124|1077|375|119|60|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3124|1077|375|119|60|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3124|1077|375|119|66|,0|0|0|0|0|0|,14290|2463|854|305|96|40|,0|0|0|0|0|0|,6861|1204|409|144|50|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6861|1204|409|144|50|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6324|1109|369|134|44|20|,3168|47|17|5|0|20|,0|0|0|0|0|0|
53,0|1|2|3|4|5|,3156|1062|352|129|44|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3156|1062|352|129|44|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3156|1062|352|129|44|,0|0|0|0|0|0|,13260|2520|855|270|108|41|,0|0|0|0|0|0|,6729|1287|464|132|62|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6729|1287|464|132|62|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6210|1174|418|122|59|17|,3060|53|16|9|2|15|,0|0|0|0|0|0|
54,0|1|2|3|4|5|,3150|1121|402|113|57|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3150|1121|402|113|57|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3150|1121|402|113|59|,0|0|0|0|0|0|,14120|2494|913|306|91|49|,0|0|0|0|0|0|,6859|1260|419|157|48|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6859|1260|419|157|48|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6254|1151|378|143|46|24|,3144|58|23|7|1|23|,0|0|0|0|0|0|
55,0|1|2|3|4|5|,3110|1093|355|136|45|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3110|1093|355|136|45|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3110|1093|355|136|46|,0|0|0|0|0|0|,13170|2464|874|289|112|32|,0|0|0|0|0|0|,6845|1273|461|143|61|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6845|1273|461|143|61|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6229|1164|406|127|57|17|,3108|55|24|9|1|14|,0|0|0|0|0|0|
56,0|1|2|3|4|5|,3121|1109|382|118|56|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3121|1109|382|118|56|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3121|1109|382|118|59|,0|0|0|0|0|0|,13860|2490|873|296|90|53|,0|0|0|0|0|0|,6737|1235|452|152|42|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6737|1235|452|152|42|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6214|1158|423|137|38|19|,3125|61|24|8|2|16|,0|0|0|0|0|0|
57,0|1|2|3|4|5|,3089|1097|399|129|36|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3089|1097|399|129|36|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3089|1097|399|129|39|,0|0|0|0|0|0|,12980|2460|880|327|104|33|,0|0|0|0|0|0|,6450|1255|454|173|55|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6450|1255|454|173|55|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6145|1194|426|166|52|17|,3131|57|31|3|3|14|,0|0|0|0|0|0|
58,0|1|2|3|4|5|,3014|1137|395|163|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3014|1137|395|163|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3014|1137|395|163|52|,0|0|0|0|0|0|,14250|2432|909|328|125|42|,0|0|0|0|0|0|,6536|1150|456|152|59|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6536|1150|456|152|59|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6224|1101|435|142|55|21|,3077|55|17|8|5|20|,0|0|0|0|0|0|
59,0|1|2|3|4|5|,3147|1046|418|134|50|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3147|1046|418|134|50|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3147|1046|418|134|51|,0|0|0|0|0|0|,13280|2553|841|332|119|42|,0|0|0|0|0|0|,6758|1306|430|180|55|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6758|1306|430|180|55|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6162|1213|388|166|53|17|,3148|53|18|3|3|15|,0|0|0|0|0|0|
60,0|1|2|3|4|5|,3014|1160|370|163|50|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3014|1160|370|163|50|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3014|1160|370|163|52|,0|0|0|0|0|0|,14310|2451|932|306|134|42|,0|0|0|0|0|0|,6849|1177|444|161|54|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6849|1177|444|161|54|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6306|1062|412|149|48|23|,3177|47|35|15|3|20|,0|0|0|0|0|0|
61,0|1|2|3|4|5|,3129|1015|377|134|45|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3129|1015|377|134|45|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3129|1015|377|134|48|,0|0|0|0|0|0|,12950|2491|827|309|101|40|,0|0|0|0|0|0|,6850|1309|421|173|59|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6850|1309|421|173|59|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6217|1176|384|151|55|17|,3051|54|18|5|0|16|,0|0|0|0|0|0|
62,0|1|2|3|4|5|,3166|1122|366|146|55|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3166|1122|366|146|55|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3166|1122|366|146|56|,0|0|0|0|0|0|,14460|2549|909|307|115|47|,0|0|0|0|0|0|,6881|1222|432|144|59|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6881|1222|432|144|59|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6288|1103|389|132|51|20|,3131|41|15|6|4|19|,0|0|0|0|0|0|
63,0|1|2|3|4|5|,3157|1062|374|126|47|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3157|1062|374|126|47|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3157|1062|374|126|48|,0|0|0|0|0|0|,13440|2539|864|302|107|44|,0|0|0|0|0|0|,6590|1266|417|154|53|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6590|1266|417|154|53|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6209|1183|393|146|52|17|,3112|53|19|10|2|15|,0|0|0|0|0|0|
64,0|1|2|3|4|5|,3097|1130|374|136|50|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3097|1130|374|136|50|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3097|1130|374|136|52|,0|0|0|0|0|0|,15100|2527|895|300|106|42|,0|0|0|0|0|0|,6835|1168|437|137|56|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6835|1168|437|137|56|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6323|1083|393|124|52|19|,3099|58|14|4|2|16|,0|0|0|0|0|0|
65,0|1|2|3|4|5|,3224|1025|379|120|50|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3224|1025|379|120|50|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3224|1025|379|120|53|,0|0|0|0|0|0|,13520|2601|823|317|99|44|,0|0|0|0|0|0|,6744|1290|410|152|51|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6744|1290|410|152|51|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6218|1197|374|147|46|18|,3153|69|22|5|5|15|,0|0|0|0|0|0|
66,0|1|2|3|4|5|,3065|1128|352|142|41|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3065|1128|352|142|41|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3065|1128|352|142|44|,0|0|0|0|0|0|,14480|2513|931|286|115|37|,0|0|0|0|0|0|,6880|1231|444|143|48|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6880|1231|444|143|48|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6282|1123|403|130|45|17|,3138|46|23|7|4|16|,0|0|0|0|0|0|
67,0|1|2|3|4|5|,3144|1077|380|123|41|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3144|1077|380|123|41|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3144|1077|380|123|42|,0|0|0|0|0|0|,14090|2582|883|307|102|31|,0|0|0|0|0|0|,6758|1244|420|156|57|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6758|1244|420|156|57|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6256|1142|392|142|50|18|,3142|58|22|13|2|15|,0|0|0|0|0|0|
68,0|1|2|3|4|5|,3114|1084|370|129|48|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3114|1084|370|129|48|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3114|1084|370|129|51|,0|0|0|0|0|0|,14830|2575|920|292|104|37|,0|0|0|0|0|0|,7090|1206|415|146|57|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,7090|1206|415|146|57|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,6373|1069|375|125|48|10|,3134|42|25|7|3|10|,0|0|0|0|0|0|
69,0|1|2|3|4|5|,3239|1027|350|118|45|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3239|1027|350|118|45|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3239|1027|350|118|45|,0|0|0|0|0|0|,12640|2673|856|301|101|37|,0|0|0|0|0|0|,6871|1415|436|158|63|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,6871|1415|436|158|63|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,6138|1256|397|138|58|13|,3022|60|20|5|0|11|,0|0|0|0|0|0|
70,0|1|2|3|4|5|,3116|1196|377|133|58|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3116|1196|377|133|58|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3116|1196|377|133|60|,0|0|0|0|0|0|,14810|2535|984|323|105|49|,0|0|0|0|0|0|,6473|1147|478|160|49|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6473|1147|478|160|49|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6203|1091|460|156|49|26|,3081|58|26|11|0|23|,0|0|0|0|0|0|
71,0|1|2|3|4|5|,3122|1033|434|145|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3122|1033|434|145|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3122|1033|434|145|52|,0|0|0|0|0|0|,13550|2590|856|372|123|43|,0|0|0|0|0|0|,6524|1279|441|189|60|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6524|1279|441|189|60|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6116|1215|415|178|56|20|,3044|67|20|12|2|19|,0|0|0|0|0|0|
72,0|1|2|3|4|5|,3072|1148|395|166|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3072|1148|395|166|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3072|1148|395|166|55|,0|0|0|0|0|0|,14930|2531|936|322|135|46|,0|0|0|0|0|0|,6752|1197|455|140|68|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6752|1197|455|140|68|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6248|1115|420|133|65|19|,3152|53|24|10|2|16|,0|0|0|0|0|0|
73,0|1|2|3|4|5|,3096|1062|396|123|63|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3096|1062|396|123|63|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3096|1062|396|123|66|,0|0|0|0|0|0|,13400|2605|878|347|107|62|,0|0|0|0|0|0|,6577|1327|440|174|56|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6577|1327|440|174|56|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6107|1242|402|162|53|31|,3059|60|22|10|3|28|,0|0|0|0|0|0|
74,0|1|2|3|4|5|,3048|1182|380|152|50|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3048|1182|380|152|50|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3048|1182|380|152|53|,0|0|0|0|0|0|,15070|2560|1002|317|129|44|,0|0|0|0|0|0|,6792|1167|449|142|52|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6792|1167|449|142|52|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6307|1083|407|130|48|21|,3109|60|21|8|2|21|,0|0|0|0|0|0|
75,0|1|2|3|4|5|,3198|1023|386|122|46|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3198|1023|386|122|46|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3198|1023|386|122|46|,0|0|0|0|0|0|,13790|2684|877|336|104|43|,0|0|0|0|0|0|,6505|1278|435|164|51|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6505|1278|435|164|51|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6130|1208|417|159|49|24|,3052|55|24|9|4|17|,0|0|0|0|0|0|
76,0|1|2|3|4|5|,3078|1153|393|150|45|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3078|1153|393|150|45|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3078|1153|393|150|52|,0|0|0|0|0|0|,15420|2563|966|326|124|46|,0|0|0|0|0|0|,7053|1171|434|146|55|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,7053|1171|434|146|55|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,6358|1049|392|133|53|15|,3138|55|25|1|1|13|,0|0|0|0|0|0|
77,0|1|2|3|4|5|,3220|994|367|132|52|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3220|994|367|132|52|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3220|994|367|132|54|,0|0|0|0|0|0|,12920|2713|833|319|114|44|,0|0|0|0|0|0|,6693|1371|432|156|60|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6693|1371|432|156|60|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6119|1262|401|138|57|21|,3068|54|16|8|1|19|,0|0|0|0|0|0|
78,0|1|2|3|4|5|,3051|1208|385|130|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3051|1208|385|130|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3051|1208|385|130|58|,0|0|0|0|0|0|,14880|2573|1001|331|113|49|,0|0|0|0|0|0|,6588|1166|481|153|52|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6588|1166|481|153|52|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6216|1110|456|146|51|21|,3101|58|30|9|0|19|,0|0|0|0|0|0|
79,0|1|2|3|4|5|,3115|1052|426|137|51|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3115|1052|426|137|51|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3115|1052|426|137|53|,0|0|0|0|0|0|,13600|2698|897|369|120|48|,0|0|0|0|0|0|,6592|1344|439|174|62|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6592|1344|439|174|62|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6112|1244|408|164|55|17|,3067|51|23|6|2|16|,0|0|0|0|0|0|
80,0|1|2|3|4|5|,3045|1193|385|158|53|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3045|1193|385|158|53|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3045|1193|385|158|54|,0|0|0|0|0|0|,14990|2594|1033|337|136|45|,0|0|0|0|0|0|,6869|1208|527|182|76|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6869|1208|527|182|76|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6215|1068|468|158|70|21|,3182|48|14|10|2|21|,0|0|0|0|0|0|
81,0|1|2|3|4|5|,3033|1020|454|148|68|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3033|1020|454|148|68|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3033|1020|454|148|68|,0|0|0|0|0|0|,13260|2608|880|402|127|63|,0|0|0|0|0|0|,6576|1344|471|216|66|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6576|1344|471|216|66|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6057|1238|431|191|58|25|,3018|65|20|9|1|21|,0|0|0|0|0|0|
82,0|1|2|3|4|5|,3039|1173|411|182|57|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3039|1173|411|182|57|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3039|1173|411|182|61|,0|0|0|0|0|0|,15540|2647|1030|364|151|54|,0|0|0|0|0|0|,6681|1191|489|158|72|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6681|1191|489|158|72|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6183|1117|460|154|62|24|,3139|49|19|11|2|23|,0|0|0|0|0|0|
83,0|1|2|3|4|5|,3044|1068|441|143|60|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3044|1068|441|143|60|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3044|1068|441|143|61|,0|0|0|0|0|0|,13920|2682|950|395|128|53|,0|0|0|0|0|0|,6805|1340|454|175|63|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6805|1340|454|175|63|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6153|1204|401|161|59|22|,3049|64|25|4|1|22|,0|0|0|0|0|0|
84,0|1|2|3|4|5|,3104|1140|376|157|58|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3104|1140|376|157|58|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3104|1140|376|157|58|,0|0|0|0|0|0|,15360|2711|1003|337|132|50|,0|0|0|0|0|0|,6675|1169|455|148|52|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6675|1169|455|148|52|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6258|1104|424|140|49|25|,3108|68|24|8|2|23|,0|0|0|0|0|0|
85,0|1|2|3|4|5|,3150|1036|400|132|47|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3150|1036|400|132|47|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3150|1036|400|132|49|,0|0|0|0|0|0|,13780|2781|910|358|120|43|,0|0|0|0|0|0|,6400|1371|447|160|56|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6400|1371|447|160|56|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6052|1306|414|147|51|17|,3003|61|22|7|0|14|,0|0|0|0|0|0|
86,0|1|2|3|4|5|,3049|1245|392|140|51|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3049|1245|392|140|51|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3049|1245|392|140|54|,0|0|0|0|0|0|,16570|2693|1127|357|125|49|,0|0|0|0|0|0|,6889|1127|467|159|64|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6889|1127|467|159|64|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6329|1012|441|143|60|15|,3237|50|20|11|1|14|,0|0|0|0|0|0|
87,0|1|2|3|4|5|,3092|962|421|132|59|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3092|962|421|132|59|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3092|962|421|132|60|,0|0|0|0|0|0|,13620|2752|852|382|120|55|,0|0|0|0|0|0|,6423|1357|440|190|64|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6423|1357|440|190|64|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6046|1269|413|179|59|21|,3022|71|29|17|3|19|,0|0|0|0|0|0|
88,0|1|2|3|4|5|,3024|1198|384|162|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3024|1198|384|162|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3024|1198|384|162|58|,0|0|0|0|0|0|,14730|2694|1075|340|150|57|,0|0|0|0|0|0|,6789|1254|487|158|73|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6789|1254|487|158|73|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6177|1144|442|143|64|30|,3114|62|28|9|4|26|,0|0|0|0|0|0|
89,0|1|2|3|4|5|,3063|1082|414|134|60|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3063|1082|414|134|60|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3063|1082|414|134|64|,0|0|0|0|0|0|,13970|2750|989|371|128|57|,0|0|0|0|0|0|,6693|1337|478|186|54|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6693|1337|478|186|54|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6111|1207|433|175|46|28|,3016|55|29|9|4|26|,0|0|0|0|0|0|
90,0|1|2|3|4|5|,3095|1152|404|166|42|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3095|1152|404|166|42|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3095|1152|404|166|44|,0|0|0|0|0|0|,15580|2787|1038|375|152|42|,0|0|0|0|0|0|,6849|1213|453|174|70|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6849|1213|453|174|70|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6246|1093|416|162|66|17|,3076|43|29|10|4|16|,0|0|0|0|0|0|
91,0|1|2|3|4|5|,3170|1050|387|152|62|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3170|1050|387|152|62|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3170|1050|387|152|63|,0|0|0|0|0|0|,13530|2853|954|352|136|58|,0|0|0|0|0|0|,6543|1427|479|179|65|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6543|1427|479|179|65|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5979|1315|443|171|63|26|,2993|76|25|10|5|24|,0|0|0|0|0|0|
92,0|1|2|3|4|5|,2986|1239|418|161|58|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2986|1239|418|161|58|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2986|1239|418|161|60|,0|0|0|0|0|0|,15970|2718|1127|387|139|51|,0|0|0|0|0|0|,6874|1169|501|175|61|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6874|1169|501|175|61|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6253|1052|454|152|56|27|,3144|47|23|8|2|26|,0|0|0|0|0|0|
93,0|1|2|3|4|5|,3109|1005|431|144|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3109|1005|431|144|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3109|1005|431|144|55|,0|0|0|0|0|0|,13700|2840|925|397|130|52|,0|0|0|0|0|0|,6518|1412|443|186|66|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6518|1412|443|186|66|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6025|1301|407|176|63|26|,2970|85|22|7|2|24|,0|0|0|0|0|0|
