Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1389|1330|1309|1345|1318|1309|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1389|1330|1309|1345|1318|1309|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1389|1330|1309|1345|2627|,0|0|0|0|0|0|,44770|335|319|329|320|659|,0|0|0|0|0|0|,7652|61|47|57|58|123|,0|0|0|0|0|0|,0|0|0|0|0|0|,7652|61|47|57|58|123|,0|0|0|0|0|0|,0|0|0|0|0|0|,7648|61|47|56|58|123|,3769|5|4|2|1|116|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3879|56|43|54|57|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3879|56|43|54|57|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3879|56|43|54|64|,0|0|0|0|0|0|,1520|897|56|43|54|64|,0|0|0|0|0|0|,1520|897|56|43|54|64|,0|0|0|0|0|0|,0|0|0|0|0|0|,1520|897|56|43|54|64|,0|0|0|0|0|0|,0|0|0|0|0|0|,1520|897|56|43|54|64|,760|45|2|2|2|57|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,760|852|54|41|52|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,760|852|54|41|52|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|760|852|54|41|59|,0|0|0|0|0|0|,8910|361|852|54|41|59|,0|0|0|0|0|0|,6895|289|684|45|34|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,6895|289|684|45|34|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,6761|276|669|45|32|48|,3403|11|36|4|1|43|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3358|265|633|41|31|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3358|265|633|41|31|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3358|265|633|41|36|,0|0|0|0|0|0|,7070|2984|265|633|41|36|,0|0|0|0|0|0|,5160|2213|180|462|32|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5160|2213|180|462|32|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5000|2144|172|449|31|26|,2522|95|10|21|2|23|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2478|2049|162|428|29|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2478|2049|162|428|29|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2478|2049|162|428|32|,0|0|0|0|0|0|,23520|2363|2049|162|428|32|,0|0|0|0|0|0|,7779|782|659|50|147|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,7779|782|659|50|147|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,6611|664|549|38|128|8|,3294|36|24|3|5|8|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3317|628|525|35|123|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3317|628|525|35|123|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3317|628|525|35|123|,0|0|0|0|0|0|,10110|3278|628|525|35|123|,0|0|0|0|0|0|,5880|1871|379|291|19|75|,0|0|0|0|0|0|,0|0|0|0|0|0|,5880|1871|379|291|19|75|,0|0|0|0|0|0|,0|0|0|0|0|0|,5507|1770|356|274|19|74|,2822|105|18|19|1|64|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2685|1665|338|255|18|10|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2685|1665|338|255|18|10|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2685|1665|338|255|28|,0|0|0|0|0|0|,18810|2682|1665|338|255|28|,0|0|0|0|0|0|,7152|1018|632|150|96|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,7152|1018|632|150|96|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6292|910|570|130|89|8|,3132|41|30|4|4|8|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3160|869|540|126|85|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3160|869|540|126|85|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3160|869|540|126|85|,0|0|0|0|0|0|,13740|3159|869|540|126|85|,0|0|0|0|0|0|,6430|1526|410|240|62|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,6430|1526|410|240|62|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,5875|1417|377|221|60|48|,2920|69|21|11|2|45|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2955|1348|356|210|58|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2955|1348|356|210|58|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2955|1348|356|210|61|,0|0|0|0|0|0|,15660|2954|1348|356|210|61|,0|0|0|0|0|0|,6680|1288|567|157|91|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6680|1288|567|157|91|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6065|1168|512|148|82|23|,3041|62|24|8|5|21|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3024|1106|488|140|77|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3024|1106|488|140|77|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3024|1106|488|140|79|,0|0|0|0|0|0|,14750|3024|1106|488|140|79|,0|0|0|0|0|0|,6595|1386|484|215|65|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,6595|1386|484|215|65|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,5998|1265|442|195|61|36|,2974|79|17|7|3|32|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,3024|1186|425|188|58|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3024|1186|425|188|58|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3024|1186|425|188|62|,0|0|0|0|0|0|,14890|3024|1186|425|188|62|,0|0|0|0|0|0|,6557|1306|528|193|72|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6557|1306|528|193|72|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6046|1196|487|179|69|22|,3034|55|28|6|3|19|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,3012|1141|459|173|66|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3012|1141|459|173|66|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3012|1141|459|173|69|,0|0|0|0|0|0|,14580|3012|1141|459|173|69|,0|0|0|0|0|0|,6532|1385|489|218|80|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6532|1385|489|218|80|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5970|1285|450|202|71|21|,2940|53|18|14|0|18|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,3030|1232|432|188|71|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3030|1232|432|188|71|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3030|1232|432|188|74|,0|0|0|0|0|0|,15890|3030|1232|432|188|74|,0|0|0|0|0|0|,6439|1321|502|198|82|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6439|1321|502|198|82|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6028|1215|463|189|78|25|,3015|62|26|11|5|22|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,3013|1153|437|178|73|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3013|1153|437|178|73|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3013|1153|437|178|76|,0|0|0|0|0|0|,15240|3013|1153|437|178|76|,0|0|0|0|0|0|,6630|1338|496|193|92|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6630|1338|496|193|92|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6031|1229|451|177|79|32|,2998|61|35|7|3|29|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,3033|1168|416|170|76|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3033|1168|416|170|76|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3033|1168|416|170|79|,0|0|0|0|0|0|,16380|3033|1168|416|170|79|,0|0|0|0|0|0|,6838|1258|487|175|76|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6838|1258|487|175|76|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6164|1144|438|159|65|28|,3087|71|20|13|4|26|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,3077|1073|418|146|61|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3077|1073|418|146|61|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3077|1073|418|146|63|,0|0|0|0|0|0|,13740|3077|1073|418|146|63|,0|0|0|0|0|0|,6231|1445|509|178|63|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6231|1445|509|178|63|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,5899|1353|488|168|57|33|,2898|65|27|6|2|31|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,3001|1288|461|162|55|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3001|1288|461|162|55|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3001|1288|461|162|57|,0|0|0|0|0|0|,17240|3001|1288|461|162|57|,0|0|0|0|0|0|,6846|1278|510|190|63|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6846|1278|510|190|63|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6129|1156|459|168|56|31|,3053|55|29|4|2|26|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,3076|1101|430|164|54|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3076|1101|430|164|54|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3076|1101|430|164|59|,0|0|0|0|0|0|,14220|3076|1101|430|164|59|,0|0|0|0|0|0|,6324|1449|473|199|70|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6324|1449|473|199|70|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5948|1351|438|178|64|21|,3029|60|18|7|5|18|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,2919|1291|420|171|59|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2919|1291|420|171|59|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2919|1291|420|171|62|,0|0|0|0|0|0|,15950|2919|1291|420|171|62|,0|0|0|0|0|0|,6969|1269|558|209|72|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6969|1269|558|209|72|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6079|1149|493|190|65|24|,2966|70|23|10|2|22|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,3113|1079|470|180|63|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3113|1079|470|180|63|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3113|1079|470|180|65|,0|0|0|0|0|0|,14560|3113|1079|470|180|65|,0|0|0|0|0|0|,6409|1457|445|217|81|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6409|1457|445|217|81|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5934|1345|415|201|76|28|,2990|72|19|9|0|26|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,2944|1273|396|192|76|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2944|1273|396|192|76|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2944|1273|396|192|78|,0|0|0|0|0|0|,16520|2944|1273|396|192|78|,0|0|0|0|0|0|,6643|1261|516|168|83|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6643|1261|516|168|83|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6121|1145|469|159|73|30|,3035|51|29|8|3|27|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,3086|1094|440|151|70|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3086|1094|440|151|70|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3086|1094|440|151|73|,0|0|0|0|0|0|,14300|3086|1094|440|151|73|,0|0|0|0|0|0|,6585|1446|510|213|53|40|,0|0|0|0|0|0|,0|0|0|0|0|0|,6585|1446|510|213|53|40|,0|0|0|0|0|0|,0|0|0|0|0|0|,5922|1332|456|200|49|37|,2978|60|19|12|2|32|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,2944|1272|437|188|47|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2944|1272|437|188|47|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2944|1272|437|188|52|,0|0|0|0|0|0|,15950|2944|1272|437|188|52|,0|0|0|0|0|0|,6483|1300|528|193|72|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6483|1300|528|193|72|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6050|1195|493|174|65|22|,3006|66|19|15|5|20|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,3044|1129|474|159|60|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3044|1129|474|159|60|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3044|1129|474|159|62|,0|0|0|0|0|0|,13720|3044|1129|474|159|62|,0|0|0|0|0|0|,6472|1475|534|228|81|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6472|1475|534|228|81|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,5846|1354|486|203|77|31|,2890|69|22|14|3|29|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,2956|1285|464|189|74|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2956|1285|464|189|74|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2956|1285|464|189|76|,0|0|0|0|0|0|,16760|2956|1285|464|189|76|,0|0|0|0|0|0|,6431|1245|488|190|82|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6431|1245|488|190|82|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6101|1156|452|179|76|31|,3020|61|25|8|2|28|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,3081|1095|427|171|74|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3081|1095|427|171|74|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3081|1095|427|171|77|,0|0|0|0|0|0|,15060|3081|1095|427|171|77|,0|0|0|0|0|0|,7212|1406|482|202|81|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,7212|1406|482|202|81|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6022|1274|420|180|71|32|,3036|58|18|7|7|28|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,2986|1216|402|173|64|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2986|1216|402|173|64|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2986|1216|402|173|68|,0|0|0|0|0|0|,15670|2986|1216|402|173|68|,0|0|0|0|0|0|,6329|1330|505|184|66|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6329|1330|505|184|66|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6032|1220|484|171|65|26|,3064|50|22|13|8|25|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,2968|1170|462|158|57|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2968|1170|462|158|57|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2968|1170|462|158|58|,0|0|0|0|0|0|,16120|2968|1170|462|158|58|,0|0|0|0|0|0|,7036|1255|502|204|53|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,7036|1255|502|204|53|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6163|1134|442|186|48|27|,3073|46|23|9|3|25|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,3090|1088|419|177|45|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3090|1088|419|177|45|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3090|1088|419|177|47|,0|0|0|0|0|0|,14700|3090|1088|419|177|47|,0|0|0|0|0|0|,6281|1388|471|179|98|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6281|1388|471|179|98|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5974|1291|450|167|95|19|,3020|69|26|13|4|18|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,2954|1222|424|154|91|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2954|1222|424|154|91|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2954|1222|424|154|92|,0|0|0|0|0|0|,16220|2954|1222|424|154|92|,0|0|0|0|0|0|,6969|1286|540|177|68|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6969|1286|540|177|68|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6118|1167|477|152|59|26|,3110|55|26|5|5|26|,0|0|0|0|0|0|
30,0|1|2|3|4|5|,3008|1112|451|147|54|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3008|1112|451|147|54|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3008|1112|451|147|54|,0|0|0|0|0|0|,14090|3008|1112|451|147|54|,0|0|0|0|0|0|,6270|1393|508|209|52|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6270|1393|508|209|52|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5939|1303|491|193|50|24|,2998|70|26|5|2|20|,0|0|0|0|0|0|
31,0|1|2|3|4|5|,2941|1233|465|188|48|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2941|1233|465|188|48|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2941|1233|465|188|52|,0|0|0|0|0|0|,15850|2941|1233|465|188|52|,0|0|0|0|0|0|,6801|1287|523|203|82|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6801|1287|523|203|82|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6086|1167|460|186|75|24|,3096|63|18|13|5|24|,0|0|0|0|0|0|
32,0|1|2|3|4|5|,2990|1104|442|173|70|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2990|1104|442|173|70|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2990|1104|442|173|70|,0|0|0|0|0|0|,14730|2990|1104|442|173|70|,0|0|0|0|0|0|,6118|1373|498|181|84|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6118|1373|498|181|84|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5952|1293|479|167|81|28|,3056|58|22|5|5|24|,0|0|0|0|0|0|
33,0|1|2|3|4|5|,2896|1235|457|162|76|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2896|1235|457|162|76|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2896|1235|457|162|80|,0|0|0|0|0|0|,15920|2896|1235|457|162|80|,0|0|0|0|0|0|,6721|1214|517|191|73|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6721|1214|517|191|73|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6160|1115|453|175|66|31|,3107|75|17|9|1|28|,0|0|0|0|0|0|
34,0|1|2|3|4|5|,3053|1040|436|166|65|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3053|1040|436|166|65|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3053|1040|436|166|68|,0|0|0|0|0|0|,13720|3053|1040|436|166|68|,0|0|0|0|0|0|,6284|1443|490|219|86|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6284|1443|490|219|86|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,5894|1343|460|195|75|30|,2991|49|22|8|3|27|,0|0|0|0|0|0|
35,0|1|2|3|4|5|,2903|1294|438|187|72|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2903|1294|438|187|72|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2903|1294|438|187|75|,0|0|0|0|0|0|,17410|2903|1294|438|187|75|,0|0|0|0|0|0|,7065|1195|509|179|79|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,7065|1195|509|179|79|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6215|1080|444|162|65|29|,3082|57|21|9|7|28|,0|0|0|0|0|0|
36,0|1|2|3|4|5|,3133|1023|423|153|58|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3133|1023|423|153|58|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3133|1023|423|153|59|,0|0|0|0|0|0|,13410|3133|1023|423|153|59|,0|0|0|0|0|0|,6077|1504|469|188|78|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6077|1504|469|188|78|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,5858|1400|455|178|76|32|,2934|75|24|10|2|29|,0|0|0|0|0|0|
37,0|1|2|3|4|5|,2924|1325|431|168|74|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2924|1325|431|168|74|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2924|1325|431|168|77|,0|0|0|0|0|0|,17140|2924|1325|431|168|77|,0|0|0|0|0|0|,7179|1215|550|189|75|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,7179|1215|550|189|75|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6172|1086|469|173|66|32|,3049|49|24|8|3|31|,0|0|0|0|0|0|
38,0|1|2|3|4|5|,3123|1037|445|165|63|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3123|1037|445|165|63|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3123|1037|445|165|64|,0|0|0|0|0|0|,14080|3123|1037|445|165|64|,0|0|0|0|0|0|,6224|1470|475|191|65|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6224|1470|475|191|65|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,5896|1382|449|184|59|29|,2975|56|26|11|3|27|,0|0|0|0|0|0|
39,0|1|2|3|4|5|,2921|1326|423|173|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2921|1326|423|173|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2921|1326|423|173|58|,0|0|0|0|0|0|,16450|2921|1326|423|173|58|,0|0|0|0|0|0|,7057|1223|565|176|71|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,7057|1223|565|176|71|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6148|1118|487|159|62|25|,3062|57|22|7|3|22|,0|0|0|0|0|0|
40,0|1|2|3|4|5|,3086|1061|465|152|59|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3086|1061|465|152|59|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3086|1061|465|152|62|,0|0|0|0|0|0|,14400|3086|1061|465|152|62|,0|0|0|0|0|0|,6228|1462|464|202|63|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6228|1462|464|202|63|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5914|1374|441|189|60|22|,2982|68|18|14|5|22|,0|0|0|0|0|0|
41,0|1|2|3|4|5|,2932|1306|423|175|55|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2932|1306|423|175|55|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2932|1306|423|175|55|,0|0|0|0|0|0|,16570|2932|1306|423|175|55|,0|0|0|0|0|0|,7044|1264|561|166|73|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,7044|1264|561|166|73|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6121|1152|485|152|67|21|,3054|48|26|2|6|20|,0|0|0|0|0|0|
